# Quranic Arabic Corpus - Dependency Treebank Data
# Scope: Full Quran (114 chapters, 6236 verses)
# Format: CHILD | PARENT | RELATION | ARABIC_LABEL | ENGLISH_LABEL
#
# Source: Extracted from syntax.txt in quranic-corpus.war
# Notation: CHILD -> PARENT (child depends on parent)
#
CHILD	PARENT	RELATION	ARABIC_LABEL	ENGLISH_LABEL
(5:67:18)	(5:67:17)	gen	جار ومجرور	Prepositional phrase
(5:67:21)	(5:67:24)	VS	VS	VS
(5:67:20)	(5:67:19)	subjx	اسم كان	Subject of special verb
(5:67:22)	(5:67:21)	neg	neg	neg
(5:67:23)	(5:67:22)	obj	مفعول به	Object
(5:67:24)	(5:67:23)	adj	صفة	Adjective
(5:68:2)	(5:68:3)	S	S	S
(5:68:2)	(5:68:2)	voc	voc	voc
(5:68:3)	(5:68:2)	poss	مضاف إليه	Possessive
(5:68:5)	(5:68:6)	PP	PP	PP
(5:68:8)	(5:68:10)	VS	VS	VS
(5:68:7)	(5:68:10)	PP	PP	PP
(5:68:4)	(5:68:4)	subjx	اسم كان	Subject of special verb
(5:68:6)	(5:68:5)	gen	جار ومجرور	Prepositional phrase
(5:68:8)	(5:68:8)	subj	فاعل	Subject
(5:68:9)	(5:68:8)	obj	مفعول به	Object
(5:68:10)	(5:68:9)	conj	معطوف	Coordinating conjunction
(5:68:13)	(5:68:13)	PP	PP	PP
(5:68:12)	(5:68:13)	VS	VS	VS
(5:68:14)	(5:68:15)	PP	PP	PP
(5:68:11)	(5:68:10)	conj	معطوف	Coordinating conjunction
(5:68:13)	(5:68:13)	gen	جار ومجرور	Prepositional phrase
(5:68:15)	(5:68:14)	gen	جار ومجرور	Prepositional phrase
(5:68:15)	(5:68:15)	poss	مضاف إليه	Possessive
(5:68:18)	(5:68:18)	PP	PP	PP
(5:68:21)	(5:68:21)	PP	PP	PP
(5:68:20)	(5:68:21)	VS	VS	VS
(5:68:22)	(5:68:23)	PP	PP	PP
(5:68:16)	(5:68:16)	emph	emph	emph
(5:68:16)	(5:68:16)	emph	emph	emph
(5:68:17)	(5:68:16)	obj	مفعول به	Object
(5:68:18)	(5:68:18)	gen	جار ومجرور	Prepositional phrase
(5:68:19)	(5:68:16)	subj	فاعل	Subject
(5:68:21)	(5:68:21)	gen	جار ومجرور	Prepositional phrase
(5:68:23)	(5:68:22)	gen	جار ومجرور	Prepositional phrase
(5:68:23)	(5:68:23)	poss	مضاف إليه	Possessive
(5:68:16)	(5:68:16)	emph	emph	emph
(5:68:16)	(5:68:16)	emph	emph	emph
(5:68:24)	(5:68:16)	obj	مفعول به	Object
(5:68:25)	(5:68:24)	conj	معطوف	Coordinating conjunction
(5:68:28)	(5:68:29)	PP	PP	PP
(5:68:27)	(5:68:26)	pro	نهي	Prohibition
(5:68:29)	(5:68:28)	gen	جار ومجرور	Prepositional phrase
(5:68:30)	(5:68:29)	adj	صفة	Adjective
(5:69:3)	(5:69:3)	VS	VS	VS
(5:69:5)	(5:69:5)	VS	VS	VS
(5:69:2)	(5:69:1)	subjx	اسم كان	Subject of special verb
(5:69:3)	(5:69:3)	subj	فاعل	Subject
(5:69:4)	(5:69:1)	conj	معطوف	Coordinating conjunction
(5:69:5)	(5:69:5)	subj	فاعل	Subject
(5:69:6)	(5:69:4)	conj	معطوف	Coordinating conjunction
(5:69:7)	(5:69:6)	conj	معطوف	Coordinating conjunction
(5:69:10)	(5:69:10)	PP	PP	PP
(5:69:9)	(5:69:14)	VS	VS	VS
(5:69:8)	(5:69:14)	CS	CS	CS
(5:69:10)	(5:69:10)	gen	جار ومجرور	Prepositional phrase
(5:69:11)	(5:69:10)	conj	معطوف	Coordinating conjunction
(5:69:12)	(5:69:11)	adj	صفة	Adjective
(5:69:13)	(5:69:9)	conj	معطوف	Coordinating conjunction
(5:69:14)	(5:69:13)	obj	مفعول به	Object
(5:69:17)	(5:69:17)	PP	PP	PP
(5:69:20)	(5:69:20)	VS	VS	VS
(5:69:15)	(5:69:20)	NS	NS	NS
(5:69:16)	(5:69:15)	subjx	اسم كان	Subject of special verb
(5:69:17)	(5:69:17)	gen	جار ومجرور	Prepositional phrase
(5:69:18)	(5:69:15)	conj	معطوف	Coordinating conjunction
(5:69:19)	(5:69:18)	subjx	اسم كان	Subject of special verb
(5:69:20)	(5:69:20)	subj	فاعل	Subject
(5:70:1)	(5:70:1)	emph	emph	emph
(5:70:2)	(5:70:1)	cert	cert	cert
(5:70:2)	(5:70:2)	subj	فاعل	Subject
(5:70:3)	(5:70:2)	obj	مفعول به	Object
(5:70:4)	(5:70:3)	poss	مضاف إليه	Possessive
(5:70:5)	(5:70:4)	poss	مضاف إليه	Possessive
(5:70:7)	(5:70:7)	PP	PP	PP
(5:70:2)	(5:70:2)	subj	فاعل	Subject
(5:70:6)	(5:70:2)	conj	معطوف	Coordinating conjunction
(5:70:6)	(5:70:6)	subj	فاعل	Subject
(5:70:7)	(5:70:7)	gen	جار ومجرور	Prepositional phrase
(5:70:8)	(5:70:6)	obj	مفعول به	Object
(5:70:12)	(5:70:12)	PP	PP	PP
(5:70:13)	(5:70:15)	VS	VS	VS
(5:70:10)	(5:70:15)	VS	VS	VS
(5:70:10)	(5:70:10)	obj	مفعول به	Object
(5:70:11)	(5:70:10)	subj	فاعل	Subject
(5:70:12)	(5:70:12)	gen	جار ومجرور	Prepositional phrase
(5:70:14)	(5:70:13)	neg	neg	neg
(5:70:15)	(5:70:14)	subj	فاعل	Subject
(5:70:15)	(5:70:15)	poss	مضاف إليه	Possessive
(5:70:17)	(5:70:17)	VS	VS	VS
(5:70:18)	(5:70:19)	VS	VS	VS
(5:70:16)	(5:70:19)	S	S	S
(5:70:16)	(5:70:17)	obj	مفعول به	Object
(5:70:17)	(5:70:17)	subj	فاعل	Subject
(5:70:18)	(5:70:19)	obj	مفعول به	Object
(5:70:19)	(5:70:19)	subj	فاعل	Subject
(5:71:2)	(5:71:4)	VS	VS	VS
(5:71:2)	(5:71:4)	SC	SC	SC
(5:71:1)	(5:71:1)	subj	فاعل	Subject
(5:71:3)	(5:71:2)	neg	neg	neg
(5:71:4)	(5:71:3)	subj	فاعل	Subject
(5:71:5)	(5:71:5)	caus	caus	caus
(5:71:5)	(5:71:5)	subj	فاعل	Subject
(5:71:6)	(5:71:5)	conj	معطوف	Coordinating conjunction
(5:71:6)	(5:71:6)	subj	فاعل	Subject
(5:71:10)	(5:71:10)	PP	PP	PP
(5:71:9)	(5:71:8)	subj	فاعل	Subject
(5:71:10)	(5:71:10)	gen	جار ومجرور	Prepositional phrase
(5:71:15)	(5:71:15)	PP	PP	PP
(5:71:12)	(5:71:12)	subj	فاعل	Subject
(5:71:13)	(5:71:12)	conj	معطوف	Coordinating conjunction
(5:71:13)	(5:71:13)	subj	فاعل	Subject
(5:71:14)	(5:71:12)	app	بدل	Apposition
(5:71:15)	(5:71:15)	gen	جار ومجرور	Prepositional phrase
(5:71:18)	(5:71:18)	PP	PP	PP
(5:71:19)	(5:71:19)	VS	VS	VS
(5:71:17)	(5:71:16)	pred	مبتدأ وخبر	Predicate
(5:71:18)	(5:71:18)	gen	جار ومجرور	Prepositional phrase
(5:71:19)	(5:71:19)	subj	فاعل	Subject
(5:72:7)	(5:72:10)	NS	NS	NS
(5:72:5)	(5:72:10)	NS	NS	NS
(5:72:4)	(5:72:10)	VS	VS	VS
(5:72:1)	(5:72:1)	emph	emph	emph
(5:72:2)	(5:72:1)	cert	cert	cert
(5:72:3)	(5:72:2)	subj	فاعل	Subject
(5:72:4)	(5:72:4)	subj	فاعل	Subject
(5:72:6)	(5:72:5)	subjx	اسم كان	Subject of special verb
(5:72:8)	(5:72:7)	pred	مبتدأ وخبر	Predicate
(5:72:9)	(5:72:8)	app	بدل	Apposition
(5:72:10)	(5:72:9)	poss	مضاف إليه	Possessive
(5:72:13)	(5:72:18)	VS	VS	VS
(5:72:12)	(5:72:11)	subj	فاعل	Subject
(5:72:13)	(5:72:13)	voc	voc	voc
(5:72:14)	(5:72:13)	poss	مضاف إليه	Possessive
(5:72:15)	(5:72:15)	subj	فاعل	Subject
(5:72:16)	(5:72:15)	obj	مفعول به	Object
(5:72:17)	(5:72:16)	app	بدل	Apposition
(5:72:17)	(5:72:17)	poss	مضاف إليه	Possessive
(5:72:18)	(5:72:17)	conj	معطوف	Coordinating conjunction
(5:72:18)	(5:72:18)	poss	مضاف إليه	Possessive
(5:72:22)	(5:72:22)	PP	PP	PP
(5:72:21)	(5:72:22)	VS	VS	VS
(5:72:20)	(5:72:22)	CS	CS	CS
(5:72:19)	(5:72:19)	subjx	اسم كان	Subject of special verb
(5:72:22)	(5:72:22)	gen	جار ومجرور	Prepositional phrase
(5:72:26)	(5:72:26)	PP	PP	PP
(5:72:23)	(5:72:27)	VS	VS	VS
(5:72:24)	(5:72:23)	cert	cert	cert
(5:72:25)	(5:72:24)	subj	فاعل	Subject
(5:72:26)	(5:72:26)	gen	جار ومجرور	Prepositional phrase
(5:72:27)	(5:72:24)	obj	مفعول به	Object
(5:72:28)	(5:72:28)	poss	مضاف إليه	Possessive
(5:72:29)	(5:72:28)	pred	مبتدأ وخبر	Predicate
(5:72:31)	(5:72:31)	PP	PP	PP
(5:72:32)	(5:72:33)	PP	PP	PP
(5:72:31)	(5:72:31)	gen	جار ومجرور	Prepositional phrase
(5:72:33)	(5:72:32)	gen	جار ومجرور	Prepositional phrase
(5:73:5)	(5:73:8)	NS	NS	NS
(5:73:4)	(5:73:8)	VS	VS	VS
(5:73:1)	(5:73:1)	emph	emph	emph
(5:73:2)	(5:73:1)	cert	cert	cert
(5:73:3)	(5:73:2)	subj	فاعل	Subject
(5:73:4)	(5:73:4)	subj	فاعل	Subject
(5:73:6)	(5:73:5)	subjx	اسم كان	Subject of special verb
(5:73:7)	(5:73:5)	predx	خبر كان	Predicate of special verb
(5:73:8)	(5:73:7)	poss	مضاف إليه	Possessive
(5:73:10)	(5:73:11)	PP	PP	PP
(5:73:11)	(5:73:10)	gen	جار ومجرور	Prepositional phrase
(5:73:12)	(5:73:13)	res	res	res
(5:73:13)	(5:73:9)	subjx	اسم كان	Subject of special verb
(5:73:14)	(5:73:13)	adj	صفة	Adjective
(5:73:18)	(5:73:18)	PP	PP	PP
(5:73:19)	(5:73:19)	VS	VS	VS
(5:73:16)	(5:73:19)	VS	VS	VS
(5:73:17)	(5:73:16)	neg	neg	neg
(5:73:17)	(5:73:17)	subj	فاعل	Subject
(5:73:18)	(5:73:18)	gen	جار ومجرور	Prepositional phrase
(5:73:19)	(5:73:19)	subj	فاعل	Subject
(5:73:22)	(5:73:22)	VS	VS	VS
(5:73:23)	(5:73:23)	PP	PP	PP
(5:73:20)	(5:73:25)	VS	VS	VS
(5:73:20)	(5:73:20)	emph	emph	emph
(5:73:20)	(5:73:20)	emph	emph	emph
(5:73:21)	(5:73:20)	obj	مفعول به	Object
(5:73:22)	(5:73:22)	subj	فاعل	Subject
(5:73:23)	(5:73:23)	gen	جار ومجرور	Prepositional phrase
(5:73:24)	(5:73:20)	subj	فاعل	Subject
(5:73:25)	(5:73:24)	adj	صفة	Adjective
(5:74:3)	(5:74:4)	PP	PP	PP
(5:74:1)	(5:74:1)	sup	sup	sup
(5:74:1)	(5:74:1)	intg	intg	intg
(5:74:2)	(5:74:1)	neg	neg	neg
(5:74:2)	(5:74:2)	subj	فاعل	Subject
(5:74:4)	(5:74:3)	gen	جار ومجرور	Prepositional phrase
(5:74:5)	(5:74:1)	conj	معطوف	Coordinating conjunction
(5:74:5)	(5:74:5)	subj	فاعل	Subject
(5:74:5)	(5:74:5)	obj	مفعول به	Object
(5:74:7)	(5:74:6)	pred	مبتدأ وخبر	Predicate
(5:74:8)	(5:74:7)	adj	صفة	Adjective
(5:75:2)	(5:75:1)	neg	neg	neg
(5:75:3)	(5:75:2)	app	بدل	Apposition
(5:75:4)	(5:75:3)	poss	مضاف إليه	Possessive
(5:75:5)	(5:75:6)	res	res	res
(5:75:6)	(5:75:2)	pred	مبتدأ وخبر	Predicate
(5:75:9)	(5:75:10)	PP	PP	PP
(5:75:8)	(5:75:7)	cert	cert	cert
(5:75:10)	(5:75:9)	gen	جار ومجرور	Prepositional phrase
(5:75:10)	(5:75:10)	poss	مضاف إليه	Possessive
(5:75:11)	(5:75:8)	subj	فاعل	Subject
(5:75:12)	(5:75:12)	poss	مضاف إليه	Possessive
(5:75:13)	(5:75:12)	pred	مبتدأ وخبر	Predicate
(5:75:15)	(5:75:16)	VS	VS	VS
(5:75:14)	(5:75:14)	subjx	اسم كان	Subject of special verb
(5:75:15)	(5:75:15)	subj	فاعل	Subject
(5:75:16)	(5:75:15)	obj	مفعول به	Object
(5:75:20)	(5:75:20)	PP	PP	PP
(5:75:18)	(5:75:21)	VS	VS	VS
(5:75:18)	(5:75:19)	circ	حال	Circumstantial
(5:75:20)	(5:75:20)	gen	جار ومجرور	Prepositional phrase
(5:75:21)	(5:75:19)	obj	مفعول به	Object
(5:75:24)	(5:75:25)	VS	VS	VS
(5:75:23)	(5:75:17)	conj	معطوف	Coordinating conjunction
(5:75:24)	(5:75:25)	circ	حال	Circumstantial
(5:75:25)	(5:75:25)	pass	نائب فاعل	Passive subject
(5:76:3)	(5:76:4)	PP	PP	PP
(5:76:9)	(5:76:9)	PP	PP	PP
(5:76:7)	(5:76:10)	VS	VS	VS
(5:76:2)	(5:76:10)	VS	VS	VS
(5:76:2)	(5:76:2)	intg	intg	intg
(5:76:2)	(5:76:2)	subj	فاعل	Subject
(5:76:4)	(5:76:3)	gen	جار ومجرور	Prepositional phrase
(5:76:5)	(5:76:4)	poss	مضاف إليه	Possessive
(5:76:6)	(5:76:2)	obj	مفعول به	Object
(5:76:8)	(5:76:7)	neg	neg	neg
(5:76:9)	(5:76:9)	gen	جار ومجرور	Prepositional phrase
(5:76:10)	(5:76:8)	obj	مفعول به	Object
(5:76:11)	(5:76:12)	emph	emph	emph
(5:76:12)	(5:76:10)	conj	معطوف	Coordinating conjunction
(5:76:14)	(5:76:16)	NS	NS	NS
(5:76:15)	(5:76:14)	pred	مبتدأ وخبر	Predicate
(5:76:16)	(5:76:15)	adj	صفة	Adjective
(5:77:2)	(5:77:3)	S	S	S
(5:77:2)	(5:77:2)	voc	voc	voc
(5:77:3)	(5:77:2)	poss	مضاف إليه	Possessive
(5:77:6)	(5:77:7)	PP	PP	PP
(5:77:5)	(5:77:4)	pro	نهي	Prohibition
(5:77:5)	(5:77:5)	subj	فاعل	Subject
(5:77:7)	(5:77:6)	gen	جار ومجرور	Prepositional phrase
(5:77:7)	(5:77:7)	poss	مضاف إليه	Possessive
(5:77:8)	(5:77:5)	obj	مفعول به	Object
(5:77:9)	(5:77:8)	poss	مضاف إليه	Possessive
(5:77:16)	(5:77:17)	PP	PP	PP
(5:77:14)	(5:77:17)	VS	VS	VS
(5:77:10)	(5:77:4)	conj	معطوف	Coordinating conjunction
(5:77:11)	(5:77:10)	pro	نهي	Prohibition
(5:77:11)	(5:77:11)	subj	فاعل	Subject
(5:77:12)	(5:77:11)	obj	مفعول به	Object
(5:77:13)	(5:77:12)	poss	مضاف إليه	Possessive
(5:77:15)	(5:77:14)	cert	cert	cert
(5:77:15)	(5:77:15)	subj	فاعل	Subject
(5:77:17)	(5:77:16)	gen	جار ومجرور	Prepositional phrase
(5:77:15)	(5:77:15)	subj	فاعل	Subject
(5:77:18)	(5:77:15)	conj	معطوف	Coordinating conjunction
(5:77:18)	(5:77:18)	subj	فاعل	Subject
(5:77:19)	(5:77:18)	obj	مفعول به	Object
(5:77:21)	(5:77:22)	PP	PP	PP
(5:77:18)	(5:77:18)	subj	فاعل	Subject
(5:77:20)	(5:77:18)	conj	معطوف	Coordinating conjunction
(5:77:20)	(5:77:20)	subj	فاعل	Subject
(5:77:22)	(5:77:21)	gen	جار ومجرور	Prepositional phrase
(5:77:23)	(5:77:22)	poss	مضاف إليه	Possessive
(5:78:4)	(5:78:5)	PP	PP	PP
(5:78:3)	(5:78:6)	VS	VS	VS
(5:78:2)	(5:78:1)	pass	نائب فاعل	Passive subject
(5:78:3)	(5:78:3)	subj	فاعل	Subject
(5:78:5)	(5:78:4)	gen	جار ومجرور	Prepositional phrase
(5:78:6)	(5:78:5)	poss	مضاف إليه	Possessive
(5:78:7)	(5:78:8)	PP	PP	PP
(5:78:8)	(5:78:7)	gen	جار ومجرور	Prepositional phrase
(5:78:9)	(5:78:8)	poss	مضاف إليه	Possessive
(5:78:10)	(5:78:9)	conj	معطوف	Coordinating conjunction
(5:78:11)	(5:78:10)	app	بدل	Apposition
(5:78:12)	(5:78:11)	poss	مضاف إليه	Possessive
(5:78:14)	(5:78:14)	PP	PP	PP
(5:78:17)	(5:78:17)	VS	VS	VS
(5:78:15)	(5:78:17)	VS	VS	VS
(5:78:14)	(5:78:14)	gen	جار ومجرور	Prepositional phrase
(5:78:15)	(5:78:15)	subj	فاعل	Subject
(5:78:16)	(5:78:15)	conj	معطوف	Coordinating conjunction
(5:78:16)	(5:78:16)	subjx	اسم كان	Subject of special verb
(5:78:17)	(5:78:17)	subj	فاعل	Subject
(5:79:4)	(5:79:5)	PP	PP	PP
(5:79:2)	(5:79:5)	VS	VS	VS
(5:79:6)	(5:79:6)	VS	VS	VS
(5:79:1)	(5:79:1)	subjx	اسم كان	Subject of special verb
(5:79:3)	(5:79:2)	neg	neg	neg
(5:79:3)	(5:79:3)	subj	فاعل	Subject
(5:79:5)	(5:79:4)	gen	جار ومجرور	Prepositional phrase
(5:79:6)	(5:79:6)	subj	فاعل	Subject
(5:79:6)	(5:79:6)	obj	مفعول به	Object
(5:79:10)	(5:79:10)	VS	VS	VS
(5:79:9)	(5:79:10)	NS	NS	NS
(5:79:7)	(5:79:7)	emph	emph	emph
(5:79:8)	(5:79:7)	subj	فاعل	Subject
(5:79:9)	(5:79:9)	subjx	اسم كان	Subject of special verb
(5:79:10)	(5:79:10)	subj	فاعل	Subject
(5:80:3)	(5:80:3)	PP	PP	PP
(5:80:6)	(5:80:6)	VS	VS	VS
(5:80:4)	(5:80:6)	VS	VS	VS
(5:80:2)	(5:80:1)	obj	مفعول به	Object
(5:80:3)	(5:80:3)	gen	جار ومجرور	Prepositional phrase
(5:80:4)	(5:80:4)	subj	فاعل	Subject
(5:80:5)	(5:80:4)	obj	مفعول به	Object
(5:80:6)	(5:80:6)	subj	فاعل	Subject
(5:80:10)	(5:80:10)	PP	PP	PP
(5:80:9)	(5:80:11)	VS	VS	VS
(5:80:7)	(5:80:7)	emph	emph	emph
(5:80:8)	(5:80:7)	subj	فاعل	Subject
(5:80:10)	(5:80:10)	gen	جار ومجرور	Prepositional phrase
(5:80:11)	(5:80:9)	subj	فاعل	Subject
(5:80:11)	(5:80:11)	poss	مضاف إليه	Possessive
(5:80:15)	(5:80:15)	PP	PP	PP
(5:80:13)	(5:80:15)	VS	VS	VS
(5:80:14)	(5:80:13)	subj	فاعل	Subject
(5:80:15)	(5:80:15)	gen	جار ومجرور	Prepositional phrase
(5:80:16)	(5:80:17)	PP	PP	PP
(5:80:17)	(5:80:16)	gen	جار ومجرور	Prepositional phrase
(5:80:19)	(5:80:18)	pred	مبتدأ وخبر	Predicate
(5:81:4)	(5:81:4)	PP	PP	PP
(5:81:3)	(5:81:5)	VS	VS	VS
(5:81:2)	(5:81:5)	NS	NS	NS
(5:81:2)	(5:81:2)	subjx	اسم كان	Subject of special verb
(5:81:3)	(5:81:3)	subj	فاعل	Subject
(5:81:4)	(5:81:4)	gen	جار ومجرور	Prepositional phrase
(5:81:5)	(5:81:4)	conj	معطوف	Coordinating conjunction
(5:81:8)	(5:81:8)	PP	PP	PP
(5:81:7)	(5:81:8)	VS	VS	VS
(5:81:6)	(5:81:5)	conj	معطوف	Coordinating conjunction
(5:81:8)	(5:81:8)	gen	جار ومجرور	Prepositional phrase
(5:81:9)	(5:81:11)	VS	VS	VS
(5:81:10)	(5:81:9)	neg	neg	neg
(5:81:10)	(5:81:10)	subj	فاعل	Subject
(5:81:10)	(5:81:10)	obj	مفعول به	Object
(5:81:11)	(5:81:10)	obj	مفعول به	Object
(5:81:14)	(5:81:14)	PP	PP	PP
(5:81:13)	(5:81:12)	subjx	اسم كان	Subject of special verb
(5:81:14)	(5:81:14)	gen	جار ومجرور	Prepositional phrase
(5:81:15)	(5:81:12)	predx	خبر كان	Predicate of special verb
(5:82:5)	(5:82:5)	PP	PP	PP
(5:82:6)	(5:82:6)	VS	VS	VS
(5:82:1)	(5:82:1)	emph	emph	emph
(5:82:1)	(5:82:1)	emph	emph	emph
(5:82:2)	(5:82:1)	obj	مفعول به	Object
(5:82:3)	(5:82:2)	poss	مضاف إليه	Possessive
(5:82:4)	(5:82:3)	spec	تمييز	Specification
(5:82:5)	(5:82:5)	gen	جار ومجرور	Prepositional phrase
(5:82:6)	(5:82:6)	subj	فاعل	Subject
(5:82:7)	(5:82:1)	obj	مفعول به	Object
(5:82:9)	(5:82:9)	VS	VS	VS
(5:82:8)	(5:82:7)	conj	معطوف	Coordinating conjunction
(5:82:9)	(5:82:9)	subj	فاعل	Subject
(5:82:13)	(5:82:13)	PP	PP	PP
(5:82:14)	(5:82:14)	VS	VS	VS
(5:82:1)	(5:82:1)	emph	emph	emph
(5:82:1)	(5:82:1)	emph	emph	emph
(5:82:10)	(5:82:10)	emph	emph	emph
(5:82:10)	(5:82:1)	conj	معطوف	Coordinating conjunction
(5:82:10)	(5:82:10)	emph	emph	emph
(5:82:11)	(5:82:10)	obj	مفعول به	Object
(5:82:11)	(5:82:11)	poss	مضاف إليه	Possessive
(5:82:12)	(5:82:11)	spec	تمييز	Specification
(5:82:13)	(5:82:13)	gen	جار ومجرور	Prepositional phrase
(5:82:14)	(5:82:14)	subj	فاعل	Subject
(5:82:17)	(5:82:18)	NS	NS	NS
(5:82:16)	(5:82:18)	VS	VS	VS
(5:82:10)	(5:82:10)	emph	emph	emph
(5:82:10)	(5:82:10)	emph	emph	emph
(5:82:15)	(5:82:10)	obj	مفعول به	Object
(5:82:16)	(5:82:16)	subj	فاعل	Subject
(5:82:17)	(5:82:17)	subjx	اسم كان	Subject of special verb
(5:82:18)	(5:82:17)	predx	خبر كان	Predicate of special verb
(5:82:20)	(5:82:20)	PP	PP	PP
(5:82:21)	(5:82:21)	PP	PP	PP
(5:82:20)	(5:82:20)	gen	جار ومجرور	Prepositional phrase
(5:82:21)	(5:82:21)	gen	جار ومجرور	Prepositional phrase
(5:82:22)	(5:82:20)	subjx	اسم كان	Subject of special verb
(5:82:23)	(5:82:22)	conj	معطوف	Coordinating conjunction
(5:82:25)	(5:82:26)	VS	VS	VS
(5:82:20)	(5:82:20)	gen	جار ومجرور	Prepositional phrase
(5:82:24)	(5:82:20)	conj	معطوف	Coordinating conjunction
(5:82:24)	(5:82:24)	subjx	اسم كان	Subject of special verb
(5:82:26)	(5:82:25)	neg	neg	neg
(5:82:26)	(5:82:26)	subj	فاعل	Subject
(5:83:5)	(5:83:6)	PP	PP	PP
(5:83:4)	(5:83:6)	VS	VS	VS
(5:83:2)	(5:83:6)	VS	VS	VS
(5:83:2)	(5:83:2)	subj	فاعل	Subject
(5:83:3)	(5:83:2)	obj	مفعول به	Object
(5:83:6)	(5:83:5)	gen	جار ومجرور	Prepositional phrase
(5:83:10)	(5:83:11)	PP	PP	PP
(5:83:9)	(5:83:11)	VS	VS	VS
(5:83:7)	(5:83:11)	VS	VS	VS
(5:83:8)	(5:83:7)	obj	مفعول به	Object
(5:83:8)	(5:83:8)	poss	مضاف إليه	Possessive
(5:83:11)	(5:83:10)	gen	جار ومجرور	Prepositional phrase
(5:83:12)	(5:83:12)	PP	PP	PP
(5:83:14)	(5:83:15)	PP	PP	PP
(5:83:13)	(5:83:15)	VS	VS	VS
(5:83:12)	(5:83:12)	gen	جار ومجرور	Prepositional phrase
(5:83:13)	(5:83:13)	subj	فاعل	Subject
(5:83:15)	(5:83:14)	gen	جار ومجرور	Prepositional phrase
(5:83:16)	(5:83:16)	subj	فاعل	Subject
(5:83:17)	(5:83:17)	poss	مضاف إليه	Possessive
(5:83:18)	(5:83:18)	subj	فاعل	Subject
(5:83:19)	(5:83:19)	obj	مفعول به	Object
(5:83:20)	(5:83:19)	link	متعلق	PP attachment
(5:83:21)	(5:83:20)	poss	مضاف إليه	Possessive
(5:84:2)	(5:84:2)	PP	PP	PP
(5:84:5)	(5:84:5)	PP	PP	PP
(5:84:3)	(5:84:5)	VS	VS	VS
(5:84:2)	(5:84:2)	gen	جار ومجرور	Prepositional phrase
(5:84:4)	(5:84:3)	neg	neg	neg
(5:84:5)	(5:84:5)	gen	جار ومجرور	Prepositional phrase
(5:84:8)	(5:84:9)	PP	PP	PP
(5:84:7)	(5:84:9)	VS	VS	VS
(5:84:5)	(5:84:5)	gen	جار ومجرور	Prepositional phrase
(5:84:6)	(5:84:5)	conj	معطوف	Coordinating conjunction
(5:84:7)	(5:84:7)	obj	مفعول به	Object
(5:84:9)	(5:84:8)	gen	جار ومجرور	Prepositional phrase
(5:84:12)	(5:84:16)	VS	VS	VS
(5:84:11)	(5:84:16)	SC	SC	SC
(5:84:12)	(5:84:12)	obj	مفعول به	Object
(5:84:13)	(5:84:12)	subj	فاعل	Subject
(5:84:13)	(5:84:13)	poss	مضاف إليه	Possessive
(5:84:14)	(5:84:12)	link	متعلق	PP attachment
(5:84:15)	(5:84:14)	poss	مضاف إليه	Possessive
(5:84:16)	(5:84:15)	adj	صفة	Adjective
(5:85:3)	(5:85:3)	PP	PP	PP
(5:85:4)	(5:85:4)	VS	VS	VS
(5:85:1)	(5:85:1)	caus	caus	caus
(5:85:1)	(5:85:1)	obj	مفعول به	Object
(5:85:2)	(5:85:1)	subj	فاعل	Subject
(5:85:3)	(5:85:3)	gen	جار ومجرور	Prepositional phrase
(5:85:4)	(5:85:4)	subj	فاعل	Subject
(5:85:5)	(5:85:1)	obj	مفعول به	Object
(5:85:7)	(5:85:8)	PP	PP	PP
(5:85:6)	(5:85:9)	VS	VS	VS
(5:85:8)	(5:85:7)	gen	جار ومجرور	Prepositional phrase
(5:85:8)	(5:85:8)	poss	مضاف إليه	Possessive
(5:85:9)	(5:85:6)	subj	فاعل	Subject
(5:85:11)	(5:85:11)	PP	PP	PP
(5:85:1)	(5:85:1)	caus	caus	caus
(5:85:1)	(5:85:1)	obj	مفعول به	Object
(5:85:10)	(5:85:1)	circ	حال	Circumstantial
(5:85:11)	(5:85:11)	gen	جار ومجرور	Prepositional phrase
(5:85:13)	(5:85:12)	pred	مبتدأ وخبر	Predicate
(5:85:14)	(5:85:13)	poss	مضاف إليه	Possessive
(5:86:4)	(5:86:4)	PP	PP	PP
(5:86:2)	(5:86:4)	VS	VS	VS
(5:86:2)	(5:86:2)	subj	فاعل	Subject
(5:86:3)	(5:86:2)	conj	معطوف	Coordinating conjunction
(5:86:3)	(5:86:3)	subj	فاعل	Subject
(5:86:4)	(5:86:4)	gen	جار ومجرور	Prepositional phrase
(5:86:4)	(5:86:4)	poss	مضاف إليه	Possessive
(5:86:5)	(5:86:7)	NS	NS	NS
(5:86:6)	(5:86:5)	pred	مبتدأ وخبر	Predicate
(5:86:7)	(5:86:6)	poss	مضاف إليه	Possessive
(5:87:3)	(5:87:3)	VS	VS	VS
(5:87:1)	(5:87:1)	voc	voc	voc
(5:87:2)	(5:87:1)	app	بدل	Apposition
(5:87:3)	(5:87:3)	subj	فاعل	Subject
(5:87:10)	(5:87:10)	PP	PP	PP
(5:87:8)	(5:87:10)	VS	VS	VS
(5:87:5)	(5:87:4)	pro	نهي	Prohibition
(5:87:5)	(5:87:5)	subj	فاعل	Subject
(5:87:6)	(5:87:5)	obj	مفعول به	Object
(5:87:7)	(5:87:6)	poss	مضاف إليه	Possessive
